100, 10
200, 28
300, 56
400, 99
500, 156
600, 211
700, 287
800, 388
900, 474
1000, 591
1100, 701
1200, 836
1300, 981
1400, 1133
1500, 1336
1600, 1486
1700, 1663
1800, 1877
1900, 2067
2000, 2292
2100, 2613
2200, 2778
2300, 3105
2400, 3612
2500, 3672
