10000, 1
20000, 2
30000, 3
40000, 4
50000, 5
60000, 7
70000, 8
80000, 9
90000, 10
100000, 12
110000, 13
120000, 14
130000, 15
140000, 17
150000, 18
160000, 19
170000, 21
180000, 22
190000, 23
200000, 25
210000, 27
220000, 28
230000, 29
240000, 30
250000, 31
260000, 33
270000, 34
280000, 36
290000, 37
300000, 39
310000, 39
320000, 42
330000, 42
340000, 44
350000, 45
360000, 46
370000, 48
380000, 50
390000, 52
400000, 53
410000, 55
420000, 56
430000, 57
440000, 59
450000, 60
460000, 61
470000, 62
480000, 64
490000, 65
500000, 66
510000, 69
520000, 71
530000, 71
540000, 73
550000, 75
560000, 76
570000, 77
580000, 79
590000, 80
600000, 82
610000, 84
620000, 86
630000, 88
640000, 89
650000, 89
660000, 91
670000, 92
680000, 93
690000, 95
700000, 97
710000, 98
720000, 99
730000, 100
740000, 102
750000, 103
760000, 105
770000, 106
780000, 107
790000, 110
800000, 112
810000, 114
820000, 111
830000, 113
840000, 114
850000, 116
860000, 117
870000, 119
880000, 119
890000, 121
900000, 122
910000, 124
920000, 125
930000, 127
940000, 128
950000, 131
960000, 131
970000, 133
980000, 134
990000, 136
1000000, 136
